name;episodes;size;code;discount
"Kyoukai no Kanata Movie 2; I'll Be Here - Mirai-hen BD (Movie)";1;3.65;A2;0
Kyoukai no Rinne;25;2.97;A2;0
Kyoukai no Rinne 2nd Season;25;2.81;A2;0
Kyoukai no Rinne 3rd Season;25;4.94;A2;0
Kyoukai Senki;13;3.36;A2;0
Kyoukai Senki Part 2;12;4.96;A2;0
Kyoukaisenjou no Horizon BD;13;2.44;A2;0
Kyoukaisenjou no Horizon II BD;13;2.43;A2;0
Kyoukasho ni Nai!;2;0.26;A2;0
Kyouryuu Shoujo Gauko;20;2.13;A2;0
Kyoushirou to Towa no Sora;17;0.86;A2;0
Kyousou Giga (TV);11;0.76;A2;0
Kyuujitsu no Warumono-san;12;3.67;A3;0
Kyuuketsuki Sugu Shinu;12;2.98;A2;0
Kyuuketsuki Sugu Shinu 2;12;4.68;A3;0
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara;12;2.39;A2;0
Ladies versus Butlers! BD;18;2.39;A2;0
Laidbackers BD (Movie);1;1.1;A2;0
Lamune;12;0.37;A2;0
Lan Mo de Hua;9;0.98;A2;0
Lance N' Masques BD;12;3.62;A2;0
"Lapis Re;LiGHTs BD";12;4.85;A2;0
Larva in New York;7;2.11;A3;0
Larva Island Season 1;13;0.65;A3;0
Larva Island Season 2;13;0.65;A3;0
Larva Season 1;7;1.33;A3;0
Larva Season 2;7;1.31;A3;0
Last Exile BD;26;7.52;A2;0
"Last Exile; Ginyoku no Fam";23;2.58;A2;0
"Last Exile; Ginyoku no Fam Movie - Over the Wishes BD (Movie)";1;0.66;A2;0
"Last Period; Owarinaki Rasen no Monogatari";12;2.33;A2;0
Layton Kyouju to Eien no Utahime BD (Movie);1;1.65;A2;0
"Layton Mystery Tanteisha; Katri no Nazotoki File";50;6.52;A2;0
Lazarus;13;4.66;A4;0
Leadale no Daichi nite BD;12;4.91;A1;0
"Legendz; Yomigaeru Ryuuou Densetsu";50;3.53;A3;0
Let's Nupu Nupu;16;0.53;A3;0
Level 1 dakedo Unique Skill de Saikyou desu BD;12;5.24;A3;0
Level E BD;13;4.73;A2;0
Leviathan;12;2.97;A4;0
Levius;12;3.65;A2;0
Li Linke de Xiao Guaner;10;0.87;A2;0
Li Linke de Xiao Guaner 2nd Season;10;1.26;A2;0
Lian Qi Lianle 3000 Nian;16;3.74;A2;0
Liang Bu Yi;24;3.64;A3;0
Liang Bu Yi 2nd Season;24;2.87;A3;0
Liar Liar BD;12;5.33;A3;0
Lie Yang Tiandao I (ONA);1;0.63;A3;0
Lie Yang Tiandao II (ONA);1;0.76;A3;0
Lily C.A.T. (OVA);1;0.84;A2;0
Lime-iro Senkitan;13;1.03;A2;0
"Ling Long; Incarnation";6;2.21;A4;0
"Ling Long; Incarnation Final Chapter";2;0.99;A4;0
"Ling Long; Incarnation Middle Chapter (ONA)";1;0.43;A4;0
"Ling Long; Incarnation Part 2";6;2.16;A4;0
"Ling Long; Incarnation Special (ONA)";1;0.57;A4;0
Ling Qi;10;1.17;A2;0
Ling Yu;10;0.74;A2;0
Ling Yu 2nd Season;10;0.77;A2;0
Ling Yu 3rd Season;12;0.91;A2;0
Ling Yu 4th Season;12;0.92;A2;0
Ling Yu 5th Season;12;0.97;A2;0
Ling Yu 6th Season;12;1.36;A2;0
Ling Yu Movie (Movie);1;0.57;A2;0
Listeners;12;2.87;A2;0
Little Busters! BD;27;4.18;A2;0
Little Busters! Refrain BD;21;6.19;A2;0
Little Witch Academia BD;25;7.86;A2;0
Little Witch Academia BD (Movie);1;0.29;A2;0
"Little Witch Academia; Mahoujikake no Parade BD (Movie)";1;0.51;A2;0
Liz to Aoi Tori BD (Movie);1;2.35;A1;0
Lodoss-tou Senki BD;13;1.82;A3;0
Log Horizon 2nd Season BD;25;7.06;A2;0
Log Horizon BD;25;6.17;A2;0
"Log Horizon; Entaku Houkai BD";12;5.9;A2;0
Long Riders!;12;2.48;A2;0
"Long Zhi Gu; Jingling Wangzuo (Movie)";1;1.13;A1;0
"Long Zhi Gu; Poxiao Qibing (Movie)";1;0.75;A1;0
Long Zhong Ren;16;4.1;A4;0
Long Zu;17;6.35;A3;0
Look Back (Movie);1;0.69;A3;0
Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru BD;12;6.64;A3;0
"Lord El-Melloi II Sei no Jikenbo; Rail Zeppelin Grace Note BD";15;6.08;A2;0
"Lord of Vermilion; Guren no Ou";12;1.49;A2;0
Lost Song;12;1.14;A2;0
Lost Universe;26;2.26;A2;0
Lostorage Conflated WIXOSS;12;2.01;A2;0
Lostorage Incited WIXOSS;12;2.83;A2;0
Love All Play;24;5.59;A1;0
Love Hina;30;1.88;A2;0
Love Lab BD;13;2.18;A2;0
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season BD;14;7.66;A3;0
Love Live! Nijigasaki Gakuen School Idol Doukoukai BD;13;5.42;A1;0
Love Live! School Idol Project 2nd Season BD;13;5.16;A1;0
Love Live! School Idol Project BD;13;2.15;A1;0
Love Live! Sunshine!! 2nd Season BD;13;2.7;A1;0
Love Live! Sunshine!! BD;13;5.35;A1;0
"Love Live! Sunshine!! The School Idol Movie; Over the Rainbow BD (Movie)";1;1.64;A1;0
Love Live! Superstar!! 2nd Season BD;12;5.45;A1;0
Love Live! Superstar!! 3rd Season;12;5.16;A4;0
Love Live! Superstar!! BD;12;5.86;A1;0
Love Live! The School Idol Movie BD (Movie);1;0.77;A1;0
Love Stage!!;10;0.94;A2;0
Lovely★Complex;24;2.25;A2;0
Luck & Logic;12;2.71;A2;0
Lucky☆Star BD;25;2.6;A2;0
Luger Code 1951 (ONA);1;0.12;A2;0
Luo Xiao Hei Zhan Ji BD (Movie);1;2.22;A2;0
Lupin III (2015);24;1.43;A2;0
Lupin III vs. Detective Conan (Special);1;0.38;A3;0
"Lupin III vs. Detective Conan; The Movie (Movie)";1;0.87;A3;0
"Lupin III; Alcatraz Connection (Special)";1;0.61;A2;0
"Lupin III; Bye Bye Liberty - Kiki Ippatsu! (Special)";1;0.59;A2;0
"Lupin III; Episode 0 First Contact (Special)";1;0.57;A2;0
"Lupin III; Kutabare! Nostradamus (Movie)";1;0.71;A2;0
"Lupin III; Part 5";24;2.36;A2;0
"Lupin III; Part 6";25;8.92;A2;0
"Lupin III; Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori (Special)";1;0.57;A2;0
"Lupin the IIIrd; Mine Fujiko no Uso BD (Movie)";1;0.35;A2;0
"Lupin the Third; Mine Fujiko to Iu Onna BD";13;1.93;A2;0
Lupin Zero;6;0.52;A2;0
Lv1 Maou to One Room Yuusha;12;3.81;A3;0
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life;12;3.7;A3;0
Lycoris Recoil BD;13;6.18;A1;0
"Lycoris Recoil; Friends Are Thieves of Time.";6;0.26;A4;0
"M3; Sono Kuroki Hagane";24;3.41;A2;0
Maburaho;24;1.38;A2;0
Macademi Wasshoi!;12;0.73;A2;0
Mach GoGoGo (1997);34;3.07;A2;0
Machikado Mazoku BD;12;3.73;A2;0
Machine-Doll wa Kizutsukanai BD;12;4.8;A2;0
Macross;36;1.8;A2;0
Macross 7 BD;49;4.03;A2;0
"Macross 7 Movie; Ginga ga Ore wo Yondeiru! (Movie)";1;0.24;A2;0
Macross Dynamite 7 BD;4;0.96;A2;0
Macross F BD;25;6.04;A2;0
"Macross F Movie 1; Itsuwari no Utahime BD (Movie)";1;1.45;A2;0
"Macross F Movie 2; Sayonara no Tsubasa BD (Movie)";1;4.03;A2;0
Macross Flash Back 2012 (OVA);1;0.34;A2;0
"Macross II; Lovers Again";6;1.45;A2;0
Macross Plus;4;0.42;A2;0
Macross Zero BD;5;1.97;A2;0
Macross Δ;26;7.11;A2;0
"Macross Δ Movie 2; Zettai Live!!! BD (Movie)";1;6.37;A2;0
"Macross Δ Movie; Gekijou no Walküre (Movie)";1;1.36;A2;0
"Macross; Do You Remember Love (Movie)";1;0.67;A2;0
Madan no Ou to Vanadis BD;13;2.62;A2;0
Made in Abyss BD;13;5.61;A1;0
"Made in Abyss Movie 3; Fukaki Tamashii no Reimei BD (Movie)";1;0.97;A1;0
"Made in Abyss; Retsujitsu no Ougonkyou";13;5.62;A1;0
Madogiwa no Totto-chan BD (Movie);1;3.52;A3;0
Madougushi Dahliya wa Utsumukanai;12;3.47;A3;0
Maebashi Witches;12;3.64;A4;0
Maesetsu!;12;2.9;A2;0
"Magi; Sinbad no Bouken";5;0.8;A2;0
"Magi; Sinbad no Bouken (TV)";12;1.64;A2;0
"Magi; The Kingdom of Magic BD";25;4.48;A2;0
"Magi; The Labyrinth of Magic BD";25;4.39;A2;0
"Magia Record; Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya BD";8;5.15;A2;0
"Magia Record; Mahou Shoujo Madoka☆Magica Gaiden BD";13;8.07;A2;0
Magic Kaito;12;1.22;A3;0
Magic Kaito 1412;24;2.4;A3;0
Magic Knight Rayearth;20;4.12;A2;0
Magic Knight Rayearth II;29;5.01;A2;0
"Magic Maker; Isekai Mahou no Tsukurikata";12;2.75;A4;0
Magic-Kyun! Renaissance;13;1.96;A2;0
Magikano;13;0.67;A2;0
"Mahoromatic; Automatic Maiden";12;0.7;A2;0
"Mahoromatic; Motto Utsukushii Mono";14;0.81;A2;0
Mahou Sensei Negima!;26;2.08;A2;0
"Mahou Sensei Negima! Movie; Anime Final BD (Movie)";1;0.61;A2;0
"Mahou Sensei Negima!; Mou Hitotsu no Sekai";4;0.54;A2;0
Mahou Senshi Louie;24;2.22;A2;0
Mahou Sensou BD;12;2.69;A2;0
Mahou Shoujo Ikusei Keikaku BD;12;3.55;A2;0
Mahou Shoujo Lyrical Nanoha;13;1.86;A2;0
Mahou Shoujo Lyrical Nanoha A's;13;1.03;A2;0
Mahou Shoujo Lyrical Nanoha StrikerS BD;26;2.95;A2;0
Mahou Shoujo Lyrical Nanoha ViVid;12;1.65;A2;0
"Mahou Shoujo Lyrical Nanoha; Detonation (Movie)";1;1.55;A2;0
"Mahou Shoujo Lyrical Nanoha; Reflection BD (Movie)";1;0.96;A2;0
"Mahou Shoujo Lyrical Nanoha; The Movie 1st (Movie)";1;1.03;A2;0
"Mahou Shoujo Lyrical Nanoha; The Movie 2nd A's (Movie)";1;0.99;A2;0
Mahou Shoujo Madoka★Magica BD;12;2.81;A2;0
"Mahou Shoujo Madoka★Magica Movie 1; Hajimari no Monogatari (Movie)";1;0.61;A2;0
"Mahou Shoujo Madoka★Magica Movie 2; Eien no Monogatari (Movie)";1;0.83;A2;0
"Mahou Shoujo Madoka★Magica Movie 3; Hangyaku no Monogatari (Movie)";1;0.85;A2;0
Mahou Shoujo Magical Destroyers BD;12;8.07;A3;0
Mahou Shoujo Nante Mou Ii desu kara.;12;0.29;A2;0
Mahou Shoujo Nante Mou Ii desu kara. Second Season;12;0.17;A2;0
Mahou Shoujo ni Akogarete BD;13;7.48;A3;0
Mahou Shoujo Ore;12;1.59;A2;0
Mahou Shoujo Site BD;12;2.84;A2;0
Mahou Shoujo Tokushusen Asuka;12;2.07;A2;0
Mahou Yuugi 2D;4;0.5;A2;0
Mahou Yuugi 3D (OVA);1;0.09;A2;0
Mahoujin Guruguru;45;8.82;A3;0
Mahoujin Guruguru (2017);24;2.98;A2;0
Mahouka Koukou no Rettousei 3rd Season;13;3.85;A3;0
Mahouka Koukou no Rettousei BD;26;4.73;A2;0
"Mahouka Koukou no Rettousei Movie; Hoshi wo Yobu Shoujo BD (Movie)";1;0.57;A2;0
"Mahouka Koukou no Rettousei; Raihousha-hen BD";13;5.78;A2;0
"Mahouka Koukou no Rettousei; Tsuioku-hen BD (Special)";1;1.66;A2;0
Mahouka Koukou no Yuutousei BD;13;6.38;A2;0
"Mahoutsukai ni Taisetsu na Koto; Natsu no Sora";12;0.44;A2;0
Mahoutsukai no Yakusoku;12;2.38;A4;0
Mahoutsukai no Yome BD;27;10.18;A1;0
Mahoutsukai no Yome Season 2 BD;12;5.34;A2;0
Mahoutsukai no Yome Season 2 Part 2 BD;12;5.84;A2;0
"Mahoutsukai no Yome; Nishi no Shounen to Seiran no Kishi";3;0.47;A2;0
Mahoutsukai Reimeiki BD;12;4.99;A2;0
Mai Mai Shinko to Sennen no Mahou BD (Movie);1;1.92;A1;0
Mai-HiME;26;1.52;A2;0
Mairimashita! Iruma-kun;23;6.58;A1;0
Mairimashita! Iruma-kun 2nd Season;21;11.56;A1;0
Mairimashita! Iruma-kun 3rd Season;21;11.82;A2;0
Maji de Watashi ni Koi Shinasai! BD;12;2.3;A2;0
Majimoji Rurumo BD;14;2.72;A2;0
Majin Bone;52;3.77;A2;0
Majin Tantei Nougami Neuro;25;5.77;A2;0
Majo Minarai wo Sagashite BD (Movie);1;1.23;A2;0
Majo no Tabitabi BD;12;6.23;A2;0
Majo no Takkyuubin BD (Movie);2;2.08;A1;0
Majo to Yajuu BD;12;7.05;A3;0
Majokko Shimai no Yoyo to Nene (Movie);1;0.78;A2;0
Majokko Shimai no Yoyo to Nene BD (Movie);1;2.56;A3;0
"Majokko Shimai no Yoyo to Nene Movie Extra; Hatsukoi - Mikako Komatsu BD (Special)";1;0.12;A3;0
Major 2nd;25;4.71;A2;0
Major 2nd 2nd Season;25;5.89;A2;0
Major S1;26;3.42;A2;0
Major S2;26;1.44;A2;0
Major S3;26;1.59;A2;0
Major S4;26;4.46;A2;0
Major S5;25;3.01;A2;0
Major S6;25;3;A2;0
Majutsushi Orphen;24;1.73;A3;0
Majutsushi Orphen Hagure Tabi;13;2.74;A2;0
"Majutsushi Orphen Hagure Tabi; Kimluck-hen";11;2.56;A2;0
"Majutsushi Orphen Hagure Tabi; Seiiki-hen";12;2.78;A3;0
"Majutsushi Orphen Hagure Tabi; Urbanrama-hen";12;2.78;A3;0
"Majutsushi Orphen; Revenge";23;1.77;A3;0
"Makai Ouji; Devils and Realist";12;1.17;A2;0
Makai Senki Disgaea;12;0.88;A2;0
Make a Girl BD (Movie);1;1.49;A4;0
Make Heroine ga Oosugiru! BD;12;5.95;A3;0
Make My Day;8;3.05;A3;0
Maken-Ki! BD;16;3.08;A2;0
Maken-Ki! Two BD;10;2.78;A2;0
Makura no Danshi;12;0.44;A2;0
Mamahaha no Tsurego ga Motokano datta BD;12;4.63;A2;0
Mamoru-kun ni Megami no Shukufuku wo!;24;1.25;A2;0
Mamotte! Lollipop (Kurang episode 6);12;1;A2;0
Manaria Friends BD;10;3.06;A2;0
Mangaka-san to Assistant-san to The Animation BD;18;2.27;A2;0
Mangirl! BD;13;1.42;A2;0
"Manie-Manie; Meikyuu Monogatari (Movie)";1;1.45;A2;0
Manyuu Hikenchou BD;16;1.61;A2;0
Mao Zhi Ming;13;0.63;A2;0
Maou 2099 BD;12;5.58;A4;0
"Maou Gakuin no Futekigousha II; Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2";12;5.15;A3;0
"Maou Gakuin no Futekigousha; Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou BD";13;7.56;A2;0
"Maou Gakuin no Futekigousha; Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II BD";12;7.71;A3;0
Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii BD;12;5.57;A3;0
Maougun Saikyou no Majutsushi wa Ningen datta;12;4.09;A3;0
Maou-jou de Oyasumi BD;12;5.44;A2;0
Maou-sama, Retry! BD;12;4.35;A2;0
Maou-sama, Retry! R;12;4.59;A4;0
Maoyuu Maou Yuusha BD;12;3.47;A2;0
MÄR;102;7.69;A2;0
Märchen Mädchen;12;1.61;A2;0
"Mardock Scramble; The First Compression BD (Movie)";1;0.66;A2;0
"Mardock Scramble; The Second Combustion BD (Movie)";1;0.78;A2;0
"Mardock Scramble; The Third Exhaust BD (Movie)";1;1.35;A2;0
"Marginal#4; Kiss kara Tsukuru Big Bang";12;1.16;A2;0
Maria†Holic Alive BD;12;5.46;A2;0
Maria†Holic BD;12;2.82;A2;0
Maria-sama ga Miteru 3rd BD;10;2.86;A2;0
Maria-sama ga Miteru 4th BD;24;4.52;A2;0
Maria-sama ga Miteru BD;20;3.13;A2;0
"Maria-sama ga Miteru; Haru BD";19;3.76;A2;0
Mars Red;13;3.03;A2;0
Marulk-chan no Nichijou BD;4;0.15;A1;0
"Marvel Disk Wars; The Avengers";51;7.96;A2;0
Mary to Majo no Hana BD (Movie);1;1.85;A2;0
Masamune-kun no Revenge BD;13;5.12;A2;0
Masamune-kun no Revenge R BD;12;3.47;A3;0
Mashin Souzouden Wataru;24;8.59;A4;0
Mashiro no Oto;12;2.7;A2;0
"Mashiro-iro Symphony; The Color of Lovers BD";14;2.93;A2;0
Mashle BD;12;6.19;A3;0
"Mashle; Shinkakusha Kouho Senbatsu Shiken-hen BD";12;5.33;A3;0
Masou Gakuen HxH BD;18;4.96;A2;0
Master Keaton;39;2.4;A2;0
Mato Seihei no Slave BD;12;7.07;A3;0
Mattaku Saikin no Tantei to Kitara;12;3.7;A4;0
Mawaru Penguindrum BD;24;5.93;A2;0
Mayo Chiki! BD;13;2.4;A2;0
Mayoi Neko Overrun! BD;13;2.18;A2;0
Mayoiga;12;1.3;A2;0
Mayonaka no Occult Koumuin;12;2.18;A2;0
Mayonaka Punch;12;3.27;A3;0
"Mazinger Z Movie; Infinity BD (Movie)";1;1.11;A2;0
Mazinkaiser SKL;3;0.82;A2;0
Mecha-ude;12;3.64;A4;0
Mecha-ude (ONA);1;0.12;A2;0
Medaka Box Abnormal BD;12;1.54;A2;0
Medaka Box BD;12;2.44;A2;0
Medalist;13;2.93;A4;0
Medarot;52;5.12;A2;0
Medarot Damashii;39;2.67;A4;0
Megalo Box;13;2.33;A1;0
Megami no Café Terrace 2nd Season BD;12;5.94;A3;0
Megami no Café Terrace BD;12;5.34;A3;0
Megami-ryou no Ryoubo-kun. BD;10;4.28;A2;0
Megane na Kanojo;4;0.33;A2;0
Megane-bu!;12;0.44;A2;0
Megaton-kyuu Musashi;13;2.34;A1;0
"Megumi no Daigo; Kajiba no Baka Yarou (Movie)";1;0.42;A3;0
"Megumi no Daigo; Kyuukoku no Orange";23;4.27;A4;0
"Meiji Gekken; 1874";10;3.73;A3;0
Meiji Tokyo Renka;12;1.64;A2;0
Meikyuu Black Company BD;12;5.36;A1;0
"Meitantei Conan Movie 28; Sekigan no Flashback BD (Movie)";1;1.65;A4;0
"Meitou Isekai no Yu Kaitakuki; Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita";12;0.77;A3;0
Mekakucity Actors BD;12;2.44;A2;0
Memories;3;0.43;A2;0
Meng Qi Shi Shen;12;1.3;A2;0
"Meng Qi Shi Shen; Huanxi Zhui Hun";12;2.5;A2;0
"Meng Qi Shi Shen; Zaijie Liangyuan";12;2.08;A2;0
"Merc Storia; Mukiryoku no Shounen to Bin no Naka no Shoujo";12;1.98;A2;0
Mermaid Melody Pichi Pichi Pitch;52;4.16;A2;0
Mermaid Melody Pichi Pichi Pitch Pure;39;4.01;A2;0
Metal Fight Beyblade;51;3.43;A2;0
Metal Fight Beyblade 4D;39;5.15;A2;0
"Metal Fight Beyblade vs. Taiyou; Shakunetsu no Shinryakusha Sol Blaze (Movie)";1;0.41;A2;0
"Metal Fight Beyblade; Baku";51;6.36;A2;0
Metal Skin Panic MADOX-01 BD (OVA);1;0.76;A3;0
Metallic Rouge;13;3.51;A3;0
Metropolis (Movie);1;0.59;A2;0
Mewkledreamy;48;10.98;A2;0
MF Ghost;12;4.97;A2;0
MF Ghost 2nd Season;12;5.81;A4;0
Midara na Ao-chan wa Benkyou ga Dekinai BD;12;2.71;A2;0
Midori no Hibi;13;0.74;A2;0
Mieruko-chan BD;12;7.38;A2;0
Migi to Dali;13;3.95;A3;0
Miira no Kaikata;12;1.62;A2;0
Mikadono Sanshimai wa Angai, Choroi.;12;3.58;A4;0
Mikagura Gakuen Kumikyoku BD;13;2.32;A2;0
Mikakunin de Shinkoukei BD;14;2.51;A2;0
Military! BD;13;1.66;A2;0
Mimi wo Sumaseba BD (Movie);1;4.49;A1;0
Minami Kamakura Koukou Joshi Jitensha-bu;12;1.61;A2;0
Minami-ke BD;13;1.44;A2;0
Minami-ke Okaeri BD;14;1.75;A2;0
Minami-ke Okawari BD;13;1.91;A2;0
Minami-ke Tadaima BD;13;1.83;A2;0
Mind Game (Movie);1;0.94;A2;0
Mini Dragon;13;0.4;A2;0
Mini Toji;11;0.6;A2;0
Mini Yuri;4;0.26;A2;0
Minna Atsumare! Falcom Gakuen;13;0.2;A2;0
Minna Atsumare! Falcom Gakuen SC;12;0.16;A2;0
Mirai Nikki BD;27;7.05;A2;0
Mirai no Mirai BD (Movie);1;1.51;A2;0
Mirai Shounen Conan (Movie);1;0.29;A2;0
Mirai Shounen Conan BD;26;3.91;A2;0
"Mirai Shounen Conan; Kyodaiki Gigant no Fukkatsu (Movie)";1;0.29;A2;0
Miru Tights BD;13;1.08;A2;0
Misaki no Mayoiga BD (Movie);1;2.22;A2;0
Miss Monochrome The Animation;13;0.08;A2;0
Miss Monochrome The Animation 2;13;0.7;A2;0
Miss Monochrome The Animation 3;13;0.97;A2;0
Mitsu x Mitsu Drops;2;0.13;A2;0
Mitsuboshi Colors BD;12;4.36;A2;0
Mitsudomoe BD;14;2.4;A2;0
Mitsudomoe Zouryouchuu! BD;8;0.62;A2;0
Mitsuwano BD (OVA);1;0.24;A2;0
"Mix; Meisei Story";24;2.35;A2;0
"Mix; Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e";24;2.57;A3;0
Miyakawa-ke no Kuufuku BD;1;0.26;A2;0
Miyori no Mori (Special);1;0.81;A2;0
Mizu Zokusei no Mahoutsukai;12;2.82;A4;0
MM! BD;12;3;A2;0
"Mnemosyne; Mnemosyne no Musume-tachi BD";6;1.05;A2;0
Mo Dao Zu Shi;15;1.44;A2;0
"Mo Dao Zu Shi; Wanjie Pian";12;3.42;A2;0
"Mo Dao Zu Shi; Xian Yun Pian";8;0.93;A2;0
Mob kara Hajimaru Tansaku Eiyuutan;12;3.33;A3;0
Mob Psycho 100 BD;12;7.34;A1;0
Mob Psycho 100 II BD;14;7.34;A1;0
Mob Psycho 100 III;12;3.84;A2;0
Mochibei (Movie);1;0.02;A2;0
Modaete yo, Adam-kun;8;0.66;A3;0
Moetan;12;0.74;A2;0
Mokke;24;2.1;A2;0
Momentary Lily;13;8.89;A4;0
Momo e no Tegami (Movie);1;0.52;A2;0
Momo Kyun Sword BD;12;2.74;A2;0
Momochi-san Chi no Ayakashi Ouji;12;5.97;A3;0
Momokuri;13;1.66;A2;0
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo BD;11;3;A2;0
Mono;12;2.96;A4;0
Monochrome Factor;24;1.48;A2;0
"Monogatari Series; Off & Monster Season";14;3.42;A3;0
"Monogatari Series; Second Season BD";24;6.4;A1;0
Mononogatari;12;2.75;A2;0
Mononogatari 2nd Season;12;2.77;A3;0
Mononoke;12;0.85;A2;0
Mononoke Hime BD (Movie);2;2.6;A1;0
"Mononoke Movie; Dai-2 Shou - Hinezumi (Movie)";1;3.27;A4;0
"Mononoke Movie; Karakasa (Movie)";1;4.22;A3;0
Monster;74;4.57;A2;0
"Monster Farm; Enbanseki no Himitsu";48;3.49;A2;0
"Monster Farm; Legend e no Michi";25;2.2;A2;0
Monster Musume no Iru Nichijou BD;14;4.19;A2;0
Monster Musume no Oishasan;12;3.07;A2;0
Monster Strike;51;2.75;A2;0
Monster Strike The Animation;63;8.22;A2;0
"Monster Strike The Movie; Hajimari no Basho e (Movie)";1;0.52;A2;0
"Monsters; Ippyaku Sanjou Hiryuu Jigoku (ONA)";1;0.36;A3;0
Moonrise;18;7.64;A4;0
Morita-san wa Mukuchi (OVA);1;0.24;A2;0
Morita-san wa Mukuchi.;13;0.17;A2;0
Morita-san wa Mukuchi. 2;13;0.33;A2;0
Morita-san wa Mukuchi. Specials;2;0.04;A2;0
Moshidora;10;1.25;A2;0
Motto To LOVE-Ru BD;12;1.58;A3;0
Motto! Ojamajo Doremi;50;6.37;A2;0
Mou Ippon!;13;4.28;A2;0
Mouretsu Pirates;26;1.69;A2;0
"Mouretsu Pirates; Abyss of Hyperspace BD (Movie)";1;0.47;A2;0
Mouse;12;0.28;A2;0
Mousou Dairinin BD;13;2.59;A2;0
Moyashimon;11;0.54;A2;0
Moyashimon Returns;11;0.63;A2;0
Muchuu sa, Kimi ni.;5;1.14;A4;0
"Mudazumo Naki Kaikaku; The Legend of Koizumi (OVA)";1;0.07;A2;0
"Mugen no Juunin; Immortal";24;4.08;A2;0
Muhyo to Rouji no Mahouritsu Soudan Jimusho;12;2.76;A2;0
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season;12;3.1;A2;0
Mujaki no Rakuen;3;0.21;A2;0
Mujin Wakusei Survive BD;52;5.25;A2;0
Munou na Nana BD;13;4.07;A2;0
Murai no Koi;12;4.53;A3;0
Murder Princess;6;0.31;A2;0
Murder Princess;6;2.22;A4;0
Murenase! Seton Gakuen BD;13;5.72;A2;0
Musaigen no Phantom World BD;14;3.27;A2;0
Musashino!;12;0.65;A1;0
Musekinin Galaxy☆Tylor (Kurang episode 9);11;0.31;A2;0
Mushibugyou BD;29;10.59;A2;0
Mushikaburi-hime BD;12;4.34;A2;0
Mushikago no Cagaster;12;2.67;A2;0
Mushishi BD;27;7.06;A1;0
Mushishi Zoku Shou 2nd Season BD;10;2.19;A1;0
Mushishi Zoku Shou BD;11;2.97;A1;0
"Mushishi Zoku Shou; Suzu no Shizuku BD (Movie)";1;0.38;A1;0
Mushi-Uta;12;0.88;A2;0
"Mushoku Tensei II; Isekai Ittara Honki Dasu BD";13;5.9;A4;0
"Mushoku Tensei II; Isekai Ittara Honki Dasu Part 2 BD";12;5.7;A4;0
"Mushoku Tensei; Isekai Ittara Honki Dasu BD";11;5.13;A2;0
"Mushoku Tensei; Isekai Ittara Honki Dasu Part 2 BD";13;5.75;A2;0
Muteki Kanban Musume;12;0.72;A2;0
Muteking the Dancing Hero;12;2.28;A2;0
Muv-Luv Alternative;12;3.1;A1;0
Muv-Luv Alternative 2nd Season;12;3.15;A3;0
"Muv-Luv Alternative; Total Eclipse BD";24;4.22;A1;0
My Home Hero;12;2.23;A3;0
My Melody & Kuromi;12;2.69;A4;0
"Myself; Yourself";13;0.88;A2;0
Na Nare Hana Nare;12;2.25;A3;0
Nabari no Ou;26;2.13;A2;0
Nagareboshi Lens (OVA);1;0.18;A2;0
Nagasarete Airantou;26;1.4;A2;0
Nagato Yuki-chan no Shoushitsu;16;1.99;A2;0
Nageki no Bourei wa Intai shitai BD;13;5.05;A4;0
Nagi no Asu kara BD;26;2.6;A2;0
Nakanohito Genome [Jikkyouchuu] BD;13;4.37;A2;0
Nakitai Watashi wa Neko wo Kaburu BD (Movie);1;2.81;A2;0
Nami yo Kiitekure;12;2.31;A2;0
Namiuchigiwa no Muromi-san BD;13;1.34;A2;0
Namu Amida Butsu! Rendai Utena;12;1.52;A2;0
Nana;47;2.17;A2;0
Nana Maru San Batsu;12;1.83;A2;0
Nanaka Juu-nanabun no Roku;12;0.71;A2;0
Nanatsu no Bitoku BD;12;0.93;A2;0
Nanatsu no Maken ga Shihai suru;15;4.17;A3;0
Nanatsu no Taizai BD;26;11.21;A2;0
"Nanatsu no Taizai Movie 1; Tenkuu no Torawarebito BD (Movie)";1;1.93;A2;0
"Nanatsu no Taizai Movie 2; Hikari ni Norowareshi Mono-tachi (Movie)";1;2.31;A2;0
