name;episodes;size;code;discount
"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka; Orion no Ya BD (Movie)";1;3.72;A3;0
Dungeon no Naka no Hito;12;2.86;A3;0
Durarara!! BD;26;7.23;A1;0
Durarara!!x2 Ketsu BD;12;1.7;A1;0
Durarara!!x2 Shou BD;12;3.95;A1;0
Durarara!!x2 Ten BD;12;3.54;A1;0
Earthian;4;0.32;A1;0
"Ebiten; Kouritsu Ebisugawa Koukou Tenmonbu";10;0.46;A3;0
Eden (ONA);4;1.38;A3;0
Eden (ONA);4;1.72;A1;0
Edens Zero 2nd Season;25;12.2;A3;0
Edens Zero BD;25;12.44;A1;0
Edomae Elf BD;12;5.89;A3;0
"ef; A Tale of Melodies. BD";12;1.74;A1;0
"ef; A Tale of Memories. BD";12;2.89;A1;0
Egao no Daika BD;12;5.94;A1;0
Egumi Legacy;12;1.06;A3;0
Eiga Daisuki Pompo-san BD (Movie);1;2.09;A1;0
"Eiken; Eikenbu yori Ai wo Komete";2;0.12;A1;0
Eikoku Koi Monogatari Emma;12;0.37;A1;0
"Eikoku Koi Monogatari Emma; Molders-hen";12;0.59;A1;0
"Eiyuu Densetsu; Sora no Kiseki The Animation (OVA)";1;0.26;A1;0
Eiyuu Kaitai BD (OVA);1;0.24;A1;0
Eiyuu Kyoushitsu;12;5.12;A3;0
"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu; Soshite, Sekai Saikyou no Minarai Kishi♀ BD";12;5.4;A2;0
Eizouken ni wa Te wo Dasu na!;12;1.83;A1;0
El Cazador de la Bruja;26;1.73;A4;0
ēlDLIVE;12;2.84;A1;0
"Elf-ban Kakyuusei; Anata dake wo Mitsumete...";4;0.34;A1;0
Elfen Lied BD;13;2.01;A1;0
Elf-san wa Yaserarenai.;12 + 2 Special;1.92;A3;0
"Elsword; El-ui Yeoin";12;1.22;A1;0
Emiya-san Chi no Kyou no Gohan BD;13;2.95;A1;0
Endride;24;2.68;A1;0
Endro~! BD;12;6.82;A1;0
Enen no Shouboutai BD;24;7.89;A1;0
"Enen no Shouboutai; Ni no Shou BD";24;11.66;A3;0
Engage Kiss BD;13;7.16;A1;0
Ensemble Stars!;24;11.84;A1;0
Entotsu Machi no Poupelle BD (Movie);1;2.44;A1;0
Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda;15;0.76;A1;0
Erementar Gerad;26;1.29;A1;0
Ergo Proxy BD;23;2.55;A1;0
Eromanga-sensei BD;14;1.77;A1;0
Escaflowne (Movie);1;0.28;A1;0
"Escha & Logy no Atelier; Tasogare no Sora no Renkinjutsushi BD";12;1.96;A1;0
Escha Chron;2;0.26;A1;0
"Estab-Life; Great Escape";12;5.12;A1;0
Eternity Memories BD (Special);1;1.05;A3;0
Etotama BD;18;3.47;A1;0
Eureka Seven AO;26;1.99;A1;0
"Evangelion; 1.0 You Are (Not) Alone BD (Movie)";1;1.82;A1;0
"Evangelion; 2.0 You Can (Not) Advance BD (Movie)";1;2.37;A1;0
"Evangelion; 3.0 You Can (Not) Redo BD (Movie)";1;2.09;A1;0
"Evangelion; 3.0+1.0 Thrice Upon a Time BD (Movie)";2;5.7;A2;0
Eve no Jikan BD (Movie);1;0.96;A1;0
Evil or Live;12;1.53;A1;0
Ex-Arm;12;1.99;A1;0
Exception;8;2.94;A2;0
eX-Driver;6;0.57;A4;0
eX-Driver the Movie (Movie);1;0.24;A4;0
"eX-Driver; Nina & Rei Danger Zone (Movie)";1;0.1;A4;0
Extreme Hearts;12;4.18;A1;0
Eyeshield 21;143;11.99;A1;0
Fairy Gone;12;2.19;A1;0
Fairy Gone Part 2;12;2.13;A1;0
"Fairy Ranmaru; Anata no Kokoro Otasuke Shimasu";12;1.84;A1;0
Fairy Tail (2014);102;15;A1;0
Fairy Tail BD;175;37.47;A1;0.5
"Fairy Tail Movie 1; Houou no Miko (Movie)";1;0.47;A1;0
"Fairy Tail Movie 2; Dragon Cry (Movie)";1;0.59;A1;0
Fairy Tail OVA;5;0.66;A1;0
Fairy Tail OVA (2016);3;0.24;A1;0
Fairy Tail x Rave (OVA);1;0.11;A1;0
"Fairy Tail; 100-nen Quest";25;7.45;A4;0
"Fairy Tail; Final Series";51;12.48;A1;0
Fanpai Chushihua;16;6.87;A4;0
Fantasista Doll;12;0.91;A1;0
Fantasy Bishoujo Juniku Ojisan to BD;12;6.32;A1;0
Farmagia;12;2.82;A4;0
Fastening Days;8;0.22;A1;0
"Fatal Fury 2; The New Battle (Special)";1;0.26;A1;0
"Fatal Fury; Legend of the Hungry Wolf (Special)";1;0.17;A1;0
"Fatal Fury; The Motion Picture (Movie)";1;0.65;A1;0
Fate Apocrypha BD;25;13.57;A1;0
"Fate Extra; Last Encore BD";13;6.12;A1;0
Fate Grand Carnival BD;2;1.77;A1;0
"Fate Grand Order; First Order BD (Special)";1;1.41;A1;0
"Fate Grand Order; Himuro no Tenchi - 7-nin no Saikyou Ijin-hen (Special)";1;0.12;A1;0
"Fate Grand Order; Moonlight Lostroom (Special)";1;0.18;A1;0
"Fate Grand Order; Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram BD (Movie)";1;2.25;A1;0
"Fate Grand Order; Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram BD (Movie)";1;0.59;A1;0
"Fate Grand Order; Shuukyoku Tokuiten - Kani Jikan Shinden Solomon BD (Movie)";1;2.82;A1;0
"Fate Grand Order; Zettai Majuu Sensen Babylonia BD";22;10.44;A1;0
Fate kaleid liner Prisma☆Illya 2wei Herz! BD;15;6.12;A1;0
Fate kaleid liner Prisma☆Illya 2wei! BD;16;5.93;A1;0
Fate kaleid liner Prisma☆Illya 3rei!! BD;18;4.8;A1;0
Fate kaleid liner Prisma☆Illya BD;16;5.59;A1;0
Fate kaleid liner Prisma☆Illya Movie Sekka no Chikai BD (Movie);2;1.81;A1;0
"Fate kaleid liner Prisma☆Illya Movie; Licht - Namae no Nai Shoujo BD (Movie)";1;2.29;A1;0
"Fate kaleid liner Prisma☆Illya; Prisma☆Phantasm BD (Movie)";1;0.99;A1;0
Fate Prototype BD (OVA);1;0.3;A1;0
Fate stay night BD;24;8.05;A1;0
"Fate stay night Movie; Heaven's Feel - I. Presage Flower BD (Movie)";1;9.21;A1;0
"Fate stay night Movie; Heaven's Feel - II. Lost Butterfly BD (Movie)";1;5.9;A1;0
"Fate stay night Movie; Heaven's Feel - III. Spring Song BD (Movie)";1;4.18;A1;0
"Fate stay night Movie; Unlimited Blade Works BD (Movie)";1;2.01;A1;0
"Fate stay night; Unlimited Blade Works 2nd Season BD";14;6.76;A1;0
"Fate stay night; Unlimited Blade Works BD";13;6.28;A1;0
"Fate strange Fake; Whispers of Dawn (Special)";2;0.98;A1;0
Fate Zero 2nd Season BD;18;7.14;A1;0
Fate Zero BD;13;7.19;A1;0
Feng Yun Jue BD (Movie);1;4.29;A4;0
Fermat no Ryouri;12;1.88;A4;0
Fight Ippatsu! Juuden-chan!! BD;12;0.57;A1;0
Final Approach;13;1.07;A1;0
Final Fantasy;4;0.47;A1;0
"Final Fantasy VII; Advent Children (Movie)";1;1.82;A1;0
"Final Fantasy VII; Last Order (Special)";1;0.1;A1;0
"Final Fantasy; Unlimited";25;2.07;A1;0
Fire Emblem;2;0.16;A1;0
Fireball;14;0.1;A3;0
Fireball Charming;13;0.23;A3;0
Fireball Humorous;3;0.06;A3;0
"First Squad; The Moment of Truth (Movie)";1;0.39;A1;0
Five Star Stories BD (Movie);1;1.36;A1;0
Flanders no Inu (Movie);1;0.33;A1;0
FLCL Alternative;6;2.46;A1;0
FLCL BD;6;1.09;A1;0
FLCL Progressive;6;0.85;A1;0
Flip Flappers;13;1.8;A1;0
Flying Witch BD;12;3.81;A1;0
Food Court de, Mata Ashita.;6;1.62;A4;0
"Fortune Arterial; Akai Yakusoku BD";12;1.37;A1;0
Fractale BC;11;1.68;A1;0
Fragtime BD (Movie);1;0.91;A1;0
Frame Arms Girl;12;1.76;A1;0
"Frame Arms Girl Movie; Kyakkya Ufufu na Wonderland (Movie)";1;0.9;A1;0
Free! BD;12;1.6;A1;0
Free! Dive to the Future;12;2.84;A1;0
Free! Eternal Summer;13;1.65;A1;0
Free! Take Your Marks;4;0.61;A1;0
Freezing BD;18;1.68;A1;0
Freezing Vibration BD;12;4.4;A1;0
Fruits Basket;26;2;A1;0
Fruits Basket 1st Season BD;25;9.49;A1;0
Fruits Basket 2nd Season BD;25;9.31;A1;0
"Fruits Basket; Prelude BD (Movie)";1;1.7;A1;0
"Fruits Basket; The Final BD";13;4.81;A1;0
Fudanshi Koukou Seikatsu;12;0.18;A1;0
"Fugou Keiji; Balance;Unlimited BD";11;4.49;A1;0
Fuguushoku Kanteishi ga Jitsu wa Saikyou Datta BD;12;4.99;A4;0
Fujimoto Tatsuki 17-26;8;2.2;A4;0
Fukigen na Mononokean;13;1.87;A1;0
Fukigen na Mononokean Tsuzuki;13;2.04;A1;0
Fukumenkei Noise BD;12;3.99;A1;0
Full Metal Panic Fumoffu BD;12;3.99;A1;0
Full Metal Panic! BD;24;6.34;A1;0
Full Metal Panic! Invisible Victory;12;2.41;A1;0
Full Metal Panic! The Second Raid BD;15;2.58;A1;0
Full Moon wo Sagashite;52;5.73;A1;0
Fullmetal Alchemist BD;51;3.96;A1;0
"Fullmetal Alchemist; Brotherhood - 4-Koma Theater";16;0.05;A1;0
"Fullmetal Alchemist; Brotherhood BD";68;8.09;A1;0
"Fullmetal Alchemist; The Conqueror of Shamballa (Movie)";1;0.26;A1;0
"Fullmetal Alchemist; The Sacred Star of Milos BD (Movie)";1;0.81;A1;0
Fumetsu no Anata e BD;20;7.29;A1;0
Fumetsu no Anata e Season 2 BD;20;10;A2;0
Fumikiri Jikan;12;0.34;A1;0
Fumiko no Kokuhaku BD (ONA);1;0.18;A1;0
Fune wo Amu;11;1.02;A1;0
"Fuse; Teppou Musume no Torimonochou BD (Movie)";1;0.5;A1;0
Fushigi na Somera-chan;12;0.12;A1;0
Fushigi no Kuni no Miyuki-chan;2;0.19;A1;0
Fushigiboshi no☆Futagohime;51;6.89;A1;0
Futakoi;13;1.15;A1;0
Futakoi Alternative;13;0.76;A1;0
Futari Ecchi;4;0.18;A1;0
Futari Ecchi (2014);3;0.22;A1;0
Futari wa Milky Holmes;12;1;A1;0
"Futari wa Precure; Max Heart";47;4.39;A2;0
"Futari wa Precure; Max Heart Movie 1 (Movie)";1;0.5;A2;0
"Futari wa Precure; Max Heart Movie 2 - Yukizora no Tomodachi (Movie)";1;0.51;A2;0
"Futari wa Precure; Splash☆Star";49;4.63;A2;0
"Futari wa Precure; Splash☆Star Maji★Doki♥ Theater (Movie)";1;0.07;A3;0
"Futari wa Precure; Splash☆Star Movie - Tick Tack Kiki Ippatsu! (Movie)";1;0.33;A3;0
Futoku no Guild BD;12;13.6;A2;0
Futsal Boys!!!!!;12;2.72;A1;0
Futsuu no Joshikousei ga [Locodol] Yattemita. BD;15;3.88;A1;0
Future GPX Cyber Formula;37;2.53;A1;0
Future GPX Cyber Formula 11;6;0.64;A1;0
Future GPX Cyber Formula Zero;8;0.65;A1;0
Fuufu Ijou, Koibito Miman. BD;12;4.58;A2;0
"Fuufu Koukan; Modorenai Yoru";8;0.75;A3;0
Fuuka BD;12;1.83;A1;0
"Fuuma no Kojirou; Seiken Sensou-hen";6;0.46;A1;0
"Fuuma no Kojirou; Yasha-hen";6;0.51;A1;0
Fuuto Tantei;12;4.86;A1;0
Fuuun Ishin Dai☆Shogun BD;12;2.36;A1;0
Fuyu no Sonata;27;2.94;A3;0
"GA; Geijutsuka Art Design Class BD";13;2.64;A1;0
Gabriel DropOut BD;14;2;A1;0
Gad Guard;26;1.92;A4;0
"Gaiking; Legend of Daiku-Maryu";39;3.23;A1;0
Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu BD;12;6.16;A1;0
Gaikotsu Shotenin Honda-san;12;0.82;A1;0
Gake no Ue no Ponyo BD (Movie);2;2.13;A1;0
Gakkou no Kaidan;20;1.26;A1;0
Gakkougurashi! BD;12;3.46;A1;0
Gakuen Babysitters;12;1.28;A1;0
Gakuen Basara;12;2.5;A1;0
Gakuen Heaven;13;0.91;A1;0
Gakuen Utopia Manabi Straight!;12;0.92;A1;0
Gakusen Toshi Asterisk 2nd Season BD;12;4.81;A1;0
Gakusen Toshi Asterisk BD;12;3.58;A1;0
Galilei Donna BD;11;4.69;A1;0
Game Center Shoujo to Ibunka Kouryuu;12;1.7;A4;0
"Gamera; Rebirth";6;3.05;A3;0
Gamers! BD;12;2.34;A1;0
Ganbare Douki-chan BD;13;0.79;A1;0
Ganbare Goemon;23;2.89;A1;0
Ganbare! Kickers;26;1.58;A1;0
Ganbatte Ikimasshoi BD (Movie);1;4.19;A4;0
Gangsta. BD;12;3.05;A1;0
Gankutsuou;24;4.38;A1;0
Gantz;13;0.83;A1;0
Gantz 2nd Stage;13;0.84;A1;0
"Gantz;O BD (Movie)";1;1.86;A1;0
"Ga-Rei; Zero BD";12;1.77;A1;0
"Garo Movie; Divine Flame (Movie)";1;0.7;A1;0
"Garo; Guren no Tsuki";23;4.14;A1;0
"Garo; Honoo no Kokuin";24;0.68;A1;0
"Garo; Vanishing Line";24;3.29;A1;0
"Garouden; The Way of the Lone Wolf";8;3.4;A3;0
Gasaraki;25;1.68;A1;0
Gatchaman Crowds BD;13;3.63;A1;0
"Gatchaman Crowds; Insight BD";13;4.13;A1;0
"Gate; Jieitai Kanochi nite, Kaku Tatakaeri BD";12;3.16;A1;0
"Gate; Jieitai Kanochi nite, Kaku Tatakaeri Part 2 BD";12;2.94;A1;0
Gear Fighter Dendoh;38;3.25;A1;0
Gebäude Bäude;10;0.2;A3;0
Ged Senki BD (Movie);2;0.88;A1;0
Gegege no Kitarou (2018);97;16.01;A1;0
"Gegege no Kitarou; Obake Nighter (Movie)";1;0.06;A4;0
Gekai Elise;12;1.82;A3;0
"Gekidol; Actidol Project";12;1.81;A1;0
"Gekiganger 3; The Movie (Movie)";1;0.25;A4;0
Gekitou! Crush Gear Turbo;68;4.84;A1;0
"Gekitou! Crush Gear Turbo; Kaizabaan no Chousen (Movie)";1;0.2;A1;0
Gekkan Mousou Kagaku;12;4.57;A3;0
Gekkan Shoujo Nozaki-kun BD;18;2.25;A1;0
Genei wo Kakeru Taiyou BD;13;3.24;A1;0
"Genjitsu no Yohane; Sunshine in the Mirror BD";13;14.6;A4;0
Genjitsu Shugi Yuusha no Oukoku Saikenki BD;13;5.82;A1;0
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2 BD;13;4.59;A1;0
Genocyber;5;0.89;A1;0
Genshiken 2 BD;15;1.54;A1;0
Genshiken BD;13;1.62;A1;0
"Gensou Sangokushi; Tengen Reishinki";12;3.79;A1;0
Gensoumaden Saiyuuki;50;3.61;A1;0
"Gensoumaden Saiyuuki Movie; Requiem - Erabarezaru Mono e no Chinkonka (Movie)";1;0.8;A1;0
"Gensoumaden Saiyuuki; Kibou no Zaika (OVA)";1;0.87;A1;0
GetBackers;49;3.9;A1;0
Getsuyoubi no Tawawa 2 BD;13;0.83;A1;0
Getsuyoubi no Tawawa BD;14;1.22;A1;0
Getter Robo Arc;13;2.58;A1;0
Ghost Hunt;25;1.86;A1;0
Gi(a)rlish Number BD;13;5.79;A1;0
Giant Killing;26;3.45;A1;0
Gibiate;12;2.58;A1;0
"Gift; Eternal Rainbow";13;0.87;A1;0
Giji Harem BD;12;6.18;A4;0
Gimai Seikatsu BD;12;3.2;A3;0
Gin no Guardian;12;0.93;A1;0
Gin no Guardian II;6;0.81;A1;0
Gin no Saji 2nd Season BD;11;2.26;A1;0
Gin no Saji BD;11;3.14;A1;0
Ginban Kaleidoscope;12;0.95;A1;0
Ginga e Kickoff!!;39;3.57;A1;0
"Ginga Eiyuu Densetsu; Die Neue These - Gekitotsu";12;2.28;A1;0
"Ginga Eiyuu Densetsu; Die Neue These - Kaikou";12;2.15;A1;0
"Ginga Eiyuu Densetsu; Die Neue These - Sakubou";12;2.35;A3;0
"Ginga Eiyuu Densetsu; Die Neue These - Seiran 1";4;0.93;A1;0
"Ginga Eiyuu Densetsu; Die Neue These - Seiran 2";4;0.79;A1;0
"Ginga Eiyuu Densetsu; Die Neue These - Seiran 3";4;0.77;A1;0
Ginga Kikoutai Majestic Prince BD;25;9.35;A1;0
"Ginga Kikoutai Majestic Prince Movie; Kakusei no Idenshi (Movie)";1;1.17;A2;0
Ginga Tokkyuu Milky☆Subway;12;0.78;A4;0
Gingitsune BD;12;2.14;A1;0
Giniro no Kami no Agito BD (Movie);1;1.32;A1;0
"Giniro no Olynsis; Tokito";12;0.87;A1;0
Gintama;200;13.77;A1;0
Gintama';51;6.91;A1;0
"Gintama Movie 1; Shinyaku Benizakura-hen BD (Movie)";1;1.58;A1;0
"Gintama Movie 2; Kanketsu-hen - Yorozuya yo Eien Nare BD (Movie)";1;1.79;A1;0
Gintama.;12;2.82;A1;0
"Gintama.; Porori-hen";13;1.58;A1;0
"Gintama.; Shirogane no Tamashii-hen";12;1.5;A1;0
"Gintama.; Shirogane no Tamashii-hen - Kouhan-sen";14;1.73;A1;0
"Gintama'; Enchousen";13;1.75;A1;0
"Gintama; The Final (Movie)";1;1.02;A1;0
"Gintama; The Semi-Final";2;0.4;A1;0
Gintama°;51;5.76;A1;0
Giovanni no Shima BD (Movie);1;1.13;A1;0
Girlfriend (Kari) BD;12;2.26;A1;0
Girlfriend (Note);3;0.25;A1;0
Girls & Panzer BD;13;2.63;A1;0
Girls & Panzer Movie BD (Movie);1;1.96;A1;0
Girls & Panzer Movie Specials BD (Special);1;0.14;A1;0
"Girls & Panzer; Saishuushou Part 1 BD (Movie)";1;0.74;A1;0
"Girls & Panzer; Saishuushou Part 2 BD (Movie)";1;1.05;A1;0
"Girls & Panzer; Saishuushou Part 3 BD (Movie)";1;1.59;A1;0
"Girls & Panzer; Saishuushou Part 4 BD (Movie)";1;2.32;A3;0
Girls Band Cry;13;4.21;A3;0
"Girls Bravo; First Season BD";11;0.45;A1;0
"Girls Bravo; Second Season BD";13;0.73;A1;0
Girly Air Force BD;12;6.22;A1;0
Given;11;1.47;A1;0
Given Movie (Movie);1;0.09;A1;0
GJ-bu BD;12;1.57;A1;0
Glamorous Heroes;10;0.39;A1;0
Glass no Hana to Kowasu Sekai BD (Movie);1;1.19;A1;0
Glasslip BD;13;1.61;A1;0
Gleipnir BD;13;5.47;A1;0
Go! Go! 575;4;0.18;A1;0
Go! Go! Ackman (OVA);1;0.06;A3;0
Goblin Slayer BD;12;4.69;A1;0
Goblin Slayer II BD;12;7.67;A3;0
"Goblin Slayer; Goblin's Crown BD (Movie)";1;0.7;A1;0
Gochuumon wa Usagi Desu ka Bloom BD;12;5.01;A1;0
Gochuumon wa Usagi Desu ka Season 1 BD;12;2.27;A1;0
Gochuumon wa Usagi Desu ka Season 2 BD;12;3.12;A1;0
"Gochuumon wa Usagi Desu ka; Dear My Sister BD (Movie)";1;0.65;A1;0
"Gochuumon wa Usagi Desu ka; Sing for You BD (OVA)";1;0.48;A1;0
God Eater BD;13;5.62;A1;0
"Godzilla 1; Kaijuu Wakusei BD (Movie)";1;1.49;A1;0
"Godzilla 2; Kessen Kidou Zoushoku Toshi (Movie)";1;1.39;A1;0
"Godzilla 3; Hoshi wo Kuu Mono (Movie)";1;0.76;A1;0
"Godzilla; S.P BD";13;9.09;A1;0
Gokicha!!;2;0.05;A1;0
Goku Sayonara Zetsubou Sensei;3;0.41;A2;0
Gokudou-kun Manyuuki;26;2.01;A1;0
"Gokujo.; Gokurakuin Joshikou Ryou Monogatari";12;0.16;A1;0
Gokukoku no Brynhildr BD;14;4.4;A1;0
Gokushufudou;5;1.76;A1;0
Gokushufudou Part 2;5;2.32;A2;0
Golden Boy;6;0.32;A1;0
Golden Kamuy 2nd Season BD;14;5.25;A1;0
Golden Kamuy 3rd Season BD;12;6.04;A1;0
Golden Kamuy 4th Season;13;3.1;A3;0
Golden Kamuy BD;13;5.66;A1;0
Golden Time BD;24;6.15;A1;0
Golgo 13 (TV);50;4.2;A1;0
Golgo 13 BD (Movie);1;2.15;A3;0
Good Night World;12;4.97;A3;0
Goodbye, Don Glees! BD (Movie);1;1.41;A2;0
Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru;12;2.46;A4;0
Gosho Aoyama's Collection of Short Stories;7;0.34;A3;0
Goshuushou-sama Ninomiya-kun BD;12;1.92;A1;0
Gosick BD;26;7.22;A1;0
Goukon ni Ittara Onna ga Inakatta Hanashi;12;2.12;A4;0
Granbelm;14;4.07;A1;0
Granblue Fantasy The Animation BD;14;5.16;A1;0
Granblue Fantasy The Animation Season 2 BD;14;5.87;A1;0
Grancrest Senki BD;24;10.84;A1;0
Grand Blue BD;12;3.82;A1;0
Grand Blue Season 2;12;3.49;A4;0
Grappler Baki (TV);24;1.71;A1;0
"Grappler Baki; Saidai Tournament-hen";24;1.84;A1;0
Gravitation;13;0.79;A1;0
Great Pretender BD;23;7.35;A1;0
"Great Pretender; Razbliuto (ONA)";1;0.73;A3;0
Great Teacher Onizuka;43;2.62;A1;0
Green Green;14;0.79;A1;0
"Grenadier; Hohoemi no Senshi";12;0.75;A1;0
Grendizer U;13;3.86;A3;0
Gridman Universe BD (Movie);1;4.3;A3;0
Grimm Kumikyoku;6;3.54;A3;0
Grimms Notes The Animation BD;12;3;A1;0
Grisaia no Kajitsu BD;13;2.38;A1;0
"Grisaia no Meikyuu; Caprice no Mayu 0 BD (Special)";2;0.71;A1;0
Grisaia no Rakuen BD;15;3.19;A1;0
"Grisaia; Phantom Trigger";13;3.66;A4;0
"Grisaia; Phantom Trigger The Animation - Stargazer BD (Movie)";1;0.58;A1;0
"Grisaia; Phantom Trigger The Animation BD";2;0.79;A1;0
Groove Adventure Rave;51;3.83;A1;0
GS Mikami;45;2.79;A1;0
Guai Xiang Shou;8;2.87;A4;0
Gugure! Kokkuri-san BD;12;3.5;A1;0
Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu;12;3.52;A4;0
Guilty Crown BD;24;14.56;A1;0
"Guilty Gear Strive; Dual Rulers";8;1.85;A4;0
"Guimi Zhi Zhu; Xiaochou Pian";13;5.21;A4;0
Guin Saga;26;1.75;A1;0
Gun x Sword;26;2.58;A4;0
"Gundam Breaker; Battlogue";6;0.54;A2;0
Gundam Build Divers;25;4.05;A2;0
"Gundam Build Divers Re;Rise";13;3.31;A2;0
"Gundam Build Divers Re;Rise 2nd Season";13;3.81;A2;0
Gundam Build Fighters BD;25;6.86;A2;0
Gundam Build Fighters Try BD;25;9.29;A2;0
"Gundam Build Fighters Try; Island Wars (Special)";1;0.28;A2;0
"Gundam Build Fighters; Battlogue BD";5;0.6;A2;0
"Gundam Build Fighters; GM no Gyakushuu (ONA)";1;0.2;A2;0
Gundam Build Metaverse;3;1.52;A2;0
"Gundam; G no Reconguista BD";26;7.86;A2;0
"Gundam; G no Reconguista Movie I - Ike! Core Fighter BD (Movie)";1;2.31;A2;0
"Gundam; G no Reconguista Movie II - Bellri Gekishin (Movie)";1;1.6;A2;0
"Gundam; G no Reconguista Movie III - Uchuu kara no Isan (Movie)";1;2.02;A2;0
Gungrave BD;26;3.5;A1;0
Gunjou no Fanfare;13;1.13;A1;0
Gunjou no Magmell;13;3.17;A1;0
Gunnm;2;0.21;A1;0
Gunslinger Girl;13;1.04;A1;0
"Gunslinger Girl; Il Teatrino";14;0.46;A1;0
Gunslinger Stratos The Animation;12;1.13;A1;0
Gunsmith Cats BD;3;1.11;A1;0
Guomin Laogong Dai Huijia;12;0.99;A1;0
Guomin Laogong Dai Huijia 2nd season;12;1.98;A3;0
Guomin Laogong Dai Huijia 3rd Season;12;1.27;A3;0
Guomin Laogong Dai Huijia 4th Season;12;1.13;A3;0
Guraburu!;12;0.49;A1;0
Gurazeni;12;1.46;A1;0
Guskou Budori no Denki (2012) (Movie);1;0.31;A1;0
"Gyakkyou Burai Kaiji; Hakairoku-hen (Kurang episode 14)";25;2.15;A1;0
"Gyakkyou Burai Kaiji; Ultimate Survivor";26;1.36;A1;0
Gyakusatsu Kikan BD (Movie);1;1.86;A1;0
"Gyakuten Saiban; Sono Shinjitsu, Igi Ari!";24;2.47;A1;0
"Gyakuten Saiban; Sono Shinjitsu, Igi Ari! Season 2";23;4.44;A1;0
Gyakuten Sekai no Denchi Shoujo;12;3.77;A1;0
Gyo BD (Movie);1;0.22;A1;0
Gyokou no Nikuko-chan BD (Movie);1;0.9;A1;0
H2;41;2.32;A1;0
"H2O; Footprints in the Sand";12;0.98;A1;0
Hachigatsu no Cinderella Nine BD;12;5.37;A1;0
Hachimitsu to Clover;24;1.76;A1;0
Hachimitsu to Clover II;12;0.7;A1;0
Hachi-nan tte, Sore wa Nai deshou! BD;12;5.13;A1;0
Hacka Doll The Animation BD;13;2.17;A1;0
Hadashi no Gen 2 (Movie);1;0.85;A3;0
Hadashi no Gen BD (Movie);1;1.01;A3;0
Hagure Yuusha no Aesthetica BD;18;3.96;A1;0
Hai to Gensou no Grimgar BD;12;3.81;A1;0
Haibane Renmei;13;1.05;A1;0
Haigakura;13;4.71;A4;0
"Haikara-san ga Tooru Movie 1; Benio, Hana no 17-sai BD (Movie)";1;1.27;A1;0
"Haikara-san ga Tooru Movie 2; Hana no Tokyo Dai Roman BD (Movie)";1;1.35;A1;0
Haikyuu!! BD;25;3.4;A1;0
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou BD;10;3.41;A1;0
"Haikyuu!! Movie; Gomisuteba no Kessen (Movie)";1;1.27;A1;0
Haikyuu!! Riku vs. Kuu;2;0.49;A1;0
Haikyuu!! Second Season BD;25;8.2;A1;0
Haikyuu!! To the Top;13;3.3;A1;0
Haikyuu!! To the Top Part 2;12;2.88;A1;0
Haitai Nanafa;13;0.16;A1;0
Haite Kudasai, Takamine-san BD;12;14.3;A4;0
Haiyore! Nyaruko-san BD;12;2.47;A1;0
Haiyore! Nyaruko-san W BD;12;3.22;A1;0
Haja Kyosei G Dangaiou;13;0.94;A1;0
Haja Taisei Dangaiou;3;0.95;A1;0
Hajime no Ippo;75;5.9;A1;0
"Hajime no Ippo; New Challenger";26;3.63;A1;0
"Hajime no Ippo; Rising";25;2.68;A1;0
Hajimete no Gal BD;11;1.86;A1;0
Hakaba Kitarou;11;1.52;A1;0
Hakata Mentai! Pirikarako-chan;12;0.38;A1;0
Hakata Tonkotsu Ramens;12;1.54;A1;0
"Hakkenden; Touhou Hakken Ibun";13;0.97;A1;0
"Hakkenden; Touhou Hakken Ibun 2nd Season";13;1.28;A1;0
"Hakozume; Kouban Joshi no Gyakushuu";13;1.35;A1;0
Hakubo (Movie);1;0.79;A1;0
Hakumei no Tsubasa;7;0.31;A2;0
Hakumei to Mikochi;13;1.97;A1;0
Hakuouki;12;0.9;A1;0
"Hakuouki Movie 1; Kyoto Ranbu (Movie)";1;0.49;A1;0
"Hakuouki Movie 2; Shikon Soukyuu (Movie)";1;0.41;A1;0
"Hakuouki; Hekketsuroku";10;0.72;A1;0
"Hakuouki; Reimeiroku";12;1.31;A1;0
Hakushaku to Yousei;12;0.78;A1;0
Hakyuu Houshin Engi;23;3.05;A1;0
Hal BD (Movie);1;1.02;A1;0
Hamatora The Animation BD;12;2.16;A1;0
Hametsu no Oukoku;12;3.41;A3;0
"Hana to Alice; Satsujin Jiken BD (Movie)";1;1.62;A1;0
Hana wa Saku, Shura no Gotoku;12;2.42;A4;0
Hanamaru Youchien BD;12;1.76;A1;0
Hanamonogatari;1;0.64;A1;0
Hananoi-kun to Koi no Yamai;12;1.83;A3;0
